,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
36884,37474,Female,Loyal Customer,51.0,Business travel,Business,2142,1,2,2,2,3.0,3.0,4,1,1,1,1.0,3,1,1,0,0.0,1
73070,74316,Male,Loyal Customer,41.0,Business travel,Business,1242,3,5,4,5,4.0,4.0,3,3,3,3,3.0,1,3,4,0,0.0,1
97964,99217,Female,Loyal Customer,53.0,Business travel,Business,1855,2,2,2,2,4.0,5.0,4,3,3,4,3.0,3,3,4,3,5.0,0
62935,64181,Male,Loyal Customer,26.0,Business travel,Business,1047,5,5,5,5,2.0,3.0,2,2,4,3,5.0,4,4,2,0,0.0,0
106388,107641,Male,Loyal Customer,53.0,Business travel,Business,405,2,2,5,2,3.0,4.0,5,5,5,5,5.0,4,5,5,32,30.0,0
108777,110030,Male,Loyal Customer,17.0,Business travel,Eco Plus,1204,3,2,2,2,3.0,3.0,1,3,1,5,3.0,2,4,3,0,0.0,1
60081,61327,Male,Loyal Customer,53.0,Personal Travel,Eco Plus,967,0,5,0,1,3.0,0.0,3,3,5,4,4.0,3,4,3,0,0.0,0
79766,81016,Female,Loyal Customer,19.0,Business travel,Business,1399,3,3,4,3,4.0,5.0,4,4,5,4,4.0,3,4,4,0,0.0,0
105768,107021,Female,disloyal Customer,44.0,Business travel,Business,480,3,3,3,4,4.0,3.0,4,4,3,3,4.0,5,4,4,2,0.0,0
34026,34616,Male,Loyal Customer,31.0,Business travel,Eco Plus,1598,5,4,4,4,5.0,5.0,5,5,5,4,4.0,5,2,5,0,0.0,0
53412,54658,Female,disloyal Customer,22.0,Business travel,Eco,854,4,4,4,3,1.0,4.0,1,1,3,4,1.0,5,5,1,6,0.0,0
34809,35399,Male,Loyal Customer,36.0,Business travel,Business,3363,1,2,2,2,2.0,1.0,1,1,2,3,4.0,1,4,1,252,245.0,1
32340,32865,Female,Loyal Customer,30.0,Personal Travel,Eco,216,4,2,4,4,4.0,4.0,4,4,1,3,4.0,1,4,4,0,0.0,0
7651,7755,Male,Loyal Customer,10.0,Personal Travel,Eco,1013,1,2,1,3,3.0,1.0,3,3,1,3,3.0,1,3,3,0,0.0,1
61442,62688,Male,Loyal Customer,33.0,Business travel,Business,2486,1,3,3,3,1.0,1.0,1,4,4,4,4.0,1,2,1,2,38.0,1
117098,118351,Female,Loyal Customer,57.0,Personal Travel,Eco,639,1,5,1,4,4.0,5.0,4,5,5,1,5.0,4,5,4,23,20.0,1
61461,62707,Male,Loyal Customer,34.0,Business travel,Business,2447,3,3,2,3,4.0,4.0,4,4,2,4,5.0,4,5,4,0,0.0,0
29505,29770,Male,disloyal Customer,80.0,Business travel,Business,373,1,1,1,5,2.0,5.0,4,2,2,1,2.0,5,2,3,0,0.0,1
92364,93617,Female,Loyal Customer,41.0,Business travel,Business,577,2,4,2,2,2.0,4.0,5,4,4,4,4.0,4,4,5,0,0.0,0
21254,21459,Male,disloyal Customer,22.0,Business travel,Eco,331,2,4,2,3,2.0,2.0,3,2,1,1,3.0,3,3,2,10,0.0,1
61374,62620,Male,Loyal Customer,45.0,Personal Travel,Eco,1744,2,4,2,5,3.0,2.0,3,3,4,4,4.0,4,4,3,32,22.0,1
73212,74458,Female,disloyal Customer,50.0,Business travel,Business,1464,3,3,3,5,4.0,3.0,4,4,4,3,5.0,4,5,4,0,0.0,1
15895,16069,Female,Loyal Customer,42.0,Business travel,Business,501,2,3,4,4,3.0,4.0,4,2,2,2,2.0,4,2,3,0,0.0,1
99209,100462,Male,disloyal Customer,48.0,Business travel,Business,759,3,3,3,2,2.0,3.0,2,2,4,2,5.0,4,5,2,2,1.0,1
34443,35033,Female,Loyal Customer,50.0,Business travel,Business,2658,3,3,3,3,3.0,1.0,3,5,5,5,5.0,2,5,1,0,0.0,0
52730,53976,Female,Loyal Customer,37.0,Personal Travel,Eco,1325,1,5,1,2,2.0,1.0,2,2,3,3,2.0,1,5,2,6,0.0,1
55233,56479,Female,disloyal Customer,33.0,Business travel,Business,4963,2,2,2,1,2.0,3.0,3,3,4,5,5.0,3,4,3,75,171.0,1
107101,108354,Male,disloyal Customer,25.0,Business travel,Eco,941,2,2,2,3,1.0,2.0,1,1,4,4,4.0,5,3,1,65,67.0,1
104465,105718,Female,Loyal Customer,33.0,Business travel,Business,883,3,4,4,4,3.0,3.0,3,4,1,3,2.0,3,2,3,181,169.0,1
63806,65052,Male,Loyal Customer,54.0,Personal Travel,Eco,247,3,5,3,3,1.0,3.0,1,1,4,3,4.0,4,4,1,6,3.0,1
13580,13737,Female,Loyal Customer,57.0,Business travel,Business,441,2,2,2,2,2.0,1.0,3,5,5,5,5.0,4,5,2,0,0.0,0
47572,48386,Female,Loyal Customer,9.0,Personal Travel,Eco,522,3,4,3,2,4.0,3.0,4,4,3,2,5.0,4,4,4,0,0.0,1
127373,128677,Female,disloyal Customer,21.0,Business travel,Eco,768,1,1,1,4,1.0,4.0,1,3,4,3,4.0,1,3,1,64,71.0,1
94321,95574,Female,disloyal Customer,25.0,Business travel,Business,677,3,0,3,4,4.0,3.0,4,4,5,4,4.0,4,4,4,0,0.0,1
8168,8272,Female,Loyal Customer,50.0,Personal Travel,Eco,335,3,5,3,4,5.0,5.0,5,4,4,3,4.0,5,4,5,0,0.0,1
72217,73463,Male,Loyal Customer,28.0,Personal Travel,Eco,1197,5,4,5,5,5.0,5.0,5,5,5,4,4.0,5,5,5,19,1.0,0
57701,58947,Female,Loyal Customer,19.0,Business travel,Eco Plus,888,2,1,1,1,2.0,2.0,2,2,2,2,4.0,2,4,2,52,44.0,1
2404,2495,Female,Loyal Customer,62.0,Personal Travel,Eco,1379,2,4,2,2,2.0,3.0,5,2,2,2,2.0,3,2,4,56,58.0,1
125053,126357,Male,Loyal Customer,35.0,Personal Travel,Eco,600,2,3,2,3,2.0,2.0,2,2,4,4,2.0,5,2,2,9,5.0,1
1955,2046,Male,Loyal Customer,37.0,Business travel,Business,3225,2,2,1,2,5.0,5.0,5,4,4,4,4.0,4,4,5,0,0.0,0
22593,22838,Female,Loyal Customer,33.0,Business travel,Business,1553,5,5,5,5,4.0,1.0,5,5,5,5,5.0,4,5,1,0,4.0,0
74944,76190,Male,Loyal Customer,15.0,Business travel,Business,2422,4,4,4,4,2.0,2.0,2,2,3,5,4.0,4,4,2,0,5.0,0
49189,50198,Female,disloyal Customer,45.0,Business travel,Eco,337,2,1,2,3,1.0,2.0,1,1,1,1,3.0,3,3,1,7,11.0,1
19223,19405,Male,Loyal Customer,13.0,Personal Travel,Business,660,2,5,2,3,1.0,2.0,1,1,1,5,2.0,3,2,1,0,9.0,1
98055,99308,Female,disloyal Customer,23.0,Business travel,Eco,448,3,2,3,1,3.0,3.0,3,3,1,2,1.0,3,1,3,4,0.0,1
125687,126991,Male,Loyal Customer,42.0,Business travel,Eco,304,3,2,5,5,3.0,3.0,3,3,2,4,3.0,4,4,3,0,0.0,1
33719,34309,Male,Loyal Customer,48.0,Personal Travel,Eco,496,2,4,2,2,3.0,2.0,3,3,2,3,3.0,3,3,3,0,0.0,1
73112,74358,Male,disloyal Customer,28.0,Business travel,Business,1205,0,0,0,1,5.0,0.0,5,5,3,3,4.0,3,5,5,49,41.0,0
120806,122084,Male,Loyal Customer,56.0,Personal Travel,Eco,130,3,0,0,3,3.0,0.0,3,3,2,4,5.0,3,4,3,0,0.0,1
49047,50033,Female,Loyal Customer,66.0,Business travel,Eco,262,3,4,4,4,2.0,3.0,3,4,4,3,4.0,2,4,4,21,8.0,1
5934,6038,Male,disloyal Customer,29.0,Business travel,Business,691,2,2,2,2,4.0,2.0,4,4,5,5,4.0,5,5,4,0,0.0,1
26239,26502,Female,disloyal Customer,24.0,Business travel,Eco,829,2,2,2,3,4.0,2.0,5,4,2,2,3.0,2,2,4,12,12.0,1
40007,40671,Male,Loyal Customer,36.0,Personal Travel,Business,588,2,4,3,1,5.0,1.0,3,3,3,3,3.0,4,3,2,2,0.0,1
67410,68656,Female,Loyal Customer,30.0,Business travel,Business,3506,1,1,1,1,3.0,3.0,1,3,4,4,4.0,2,3,3,36,21.0,1
35194,35784,Female,Loyal Customer,62.0,Personal Travel,Eco,200,3,3,3,2,5.0,5.0,1,2,2,3,2.0,3,2,3,0,0.0,1
67969,69215,Female,disloyal Customer,26.0,Business travel,Business,733,1,0,1,3,5.0,1.0,5,5,5,3,4.0,4,4,5,0,0.0,1
28425,28688,Male,Loyal Customer,23.0,Personal Travel,Eco,2797,1,3,0,4,3.0,0.0,1,3,3,1,3.0,2,4,3,0,0.0,1
73368,74614,Female,Loyal Customer,63.0,Business travel,Business,3859,3,3,3,3,4.0,3.0,4,4,4,4,4.0,2,4,1,21,0.0,0
28478,28741,Male,Loyal Customer,34.0,Business travel,Business,1024,2,2,2,2,4.0,4.0,5,4,4,4,4.0,4,4,1,0,0.0,0
126888,128192,Male,Loyal Customer,53.0,Personal Travel,Eco Plus,1972,5,1,5,3,1.0,1.0,1,1,2,1,1.0,1,3,1,3,0.0,0
116875,118128,Male,Loyal Customer,59.0,Business travel,Business,1488,3,3,3,3,2.0,5.0,4,5,5,5,5.0,5,5,5,27,21.0,0
93369,94622,Female,Loyal Customer,56.0,Business travel,Business,248,3,3,3,3,5.0,4.0,5,5,5,5,5.0,5,5,3,0,0.0,0
74154,75400,Male,Loyal Customer,53.0,Business travel,Business,2342,1,1,1,1,2.0,5.0,5,4,4,5,4.0,5,4,4,0,0.0,0
18291,18473,Female,Loyal Customer,38.0,Business travel,Business,285,5,5,5,5,1.0,1.0,3,4,4,4,4.0,5,4,5,0,0.0,0
25838,26101,Female,Loyal Customer,53.0,Personal Travel,Eco,591,3,5,2,3,2.0,5.0,5,5,5,2,5.0,4,5,5,10,0.0,1
101196,102449,Male,Loyal Customer,11.0,Personal Travel,Eco,386,3,5,4,2,4.0,4.0,4,4,5,3,5.0,5,5,4,15,5.0,1
89527,90780,Female,Loyal Customer,48.0,Business travel,Business,3249,0,0,0,1,4.0,5.0,4,5,5,5,5.0,4,5,4,0,0.0,0
55840,57086,Female,Loyal Customer,43.0,Personal Travel,Business,1222,2,4,2,2,2.0,2.0,3,4,4,2,4.0,4,4,3,7,0.0,1
12403,12560,Male,Loyal Customer,42.0,Personal Travel,Eco,871,3,4,3,3,3.0,3.0,3,3,1,5,3.0,4,2,3,24,8.0,1
85050,86303,Male,Loyal Customer,,Business travel,Business,226,3,3,3,3,4.0,5.0,4,5,5,5,5.0,3,5,3,0,0.0,0
51342,52588,Female,Loyal Customer,62.0,Business travel,Eco,119,2,1,1,1,3.0,4.0,4,2,2,2,2.0,3,2,1,0,0.0,1
34025,34615,Female,Loyal Customer,21.0,Business travel,Eco Plus,1598,0,3,0,2,1.0,0.0,1,1,4,5,3.0,3,3,1,0,5.0,0
30221,30538,Male,Loyal Customer,19.0,Personal Travel,Eco,701,3,4,3,4,2.0,3.0,2,2,4,5,5.0,4,3,2,11,33.0,1
82699,83952,Female,Loyal Customer,49.0,Business travel,Business,2529,1,1,1,1,5.0,5.0,4,5,5,4,5.0,3,5,4,15,0.0,0
49914,51089,Female,Loyal Customer,10.0,Personal Travel,Eco,262,4,2,4,3,1.0,4.0,1,1,4,3,3.0,1,4,1,0,3.0,1
24125,24388,Female,Loyal Customer,23.0,Personal Travel,Eco,669,1,5,1,4,3.0,1.0,3,3,3,3,5.0,5,5,3,0,0.0,1
33142,33730,Male,Loyal Customer,51.0,Personal Travel,Eco,805,2,3,2,4,3.0,2.0,5,3,1,4,3.0,3,1,3,47,46.0,1
121916,123196,Male,Loyal Customer,63.0,Personal Travel,Eco,547,2,0,2,4,3.0,2.0,2,3,4,2,5.0,4,5,3,3,14.0,1
15282,15456,Male,Loyal Customer,68.0,Business travel,Business,164,3,3,2,3,4.0,2.0,3,5,5,5,4.0,3,5,1,0,0.0,0
79269,80519,Male,Loyal Customer,47.0,Personal Travel,Eco,1749,3,5,3,2,5.0,3.0,5,5,3,1,5.0,1,5,5,0,3.0,1
67949,69195,Male,Loyal Customer,60.0,Business travel,Eco Plus,187,5,2,2,2,5.0,5.0,5,5,2,1,1.0,4,2,5,0,0.0,0
113565,114818,Female,Loyal Customer,42.0,Business travel,Business,2986,2,2,2,2,3.0,4.0,5,3,3,4,3.0,4,3,4,13,0.0,0
43644,44328,Female,Loyal Customer,33.0,Business travel,Business,812,3,3,3,3,5.0,,3,5,5,5,5.0,4,5,4,0,0.0,0
711,749,Male,Loyal Customer,58.0,Business travel,Business,354,3,3,3,3,3.0,4.0,4,4,4,4,4.0,5,4,3,10,8.0,0
89987,91240,Male,Loyal Customer,53.0,Personal Travel,Eco,404,1,2,1,4,4.0,1.0,4,4,4,2,3.0,4,3,4,0,0.0,1
59914,61160,Male,Loyal Customer,46.0,Business travel,Business,846,1,1,1,1,4.0,4.0,4,5,5,5,5.0,5,5,4,9,13.0,0
115971,117224,Female,Loyal Customer,14.0,Personal Travel,Eco,325,3,4,4,3,1.0,4.0,1,1,2,4,5.0,2,4,1,0,0.0,1
39701,40365,Female,Loyal Customer,20.0,Business travel,Business,1250,3,3,3,3,2.0,2.0,2,2,4,1,1.0,2,3,2,0,7.0,0
20033,20225,Female,Loyal Customer,36.0,Business travel,Eco,228,5,4,4,4,5.0,5.0,5,5,5,4,1.0,1,1,5,16,0.0,0
34840,35430,Male,Loyal Customer,11.0,Personal Travel,Eco,1076,5,3,5,3,5.0,5.0,5,5,2,4,2.0,4,3,5,37,28.0,0
21863,22068,Female,Loyal Customer,25.0,Personal Travel,Eco,304,4,1,4,4,1.0,4.0,1,1,4,4,3.0,3,3,1,80,69.0,1
98049,99302,Female,Loyal Customer,41.0,Business travel,Business,2406,5,5,5,5,3.0,5.0,5,4,4,4,4.0,4,4,5,5,1.0,0
79119,80369,Female,Loyal Customer,43.0,Business travel,Business,2370,3,2,2,2,2.0,3.0,3,3,3,3,3.0,1,3,4,8,4.0,1
6694,6798,Male,Loyal Customer,67.0,Business travel,Business,3462,4,3,3,3,2.0,3.0,3,4,4,3,4.0,2,4,2,7,6.0,1
10127,10248,Male,Loyal Customer,58.0,Personal Travel,Business,295,3,5,3,2,3.0,4.0,4,5,5,3,5.0,4,5,3,0,0.0,1
95970,97223,Female,Loyal Customer,65.0,Personal Travel,Eco Plus,1129,1,4,1,3,1.0,4.0,3,5,5,1,5.0,3,5,4,0,0.0,1
62666,63912,Female,Loyal Customer,22.0,Business travel,Business,792,1,1,1,1,2.0,2.0,2,2,1,4,1.0,5,3,2,20,1.0,0
39045,39709,Male,Loyal Customer,51.0,Business travel,Eco,320,4,2,2,2,4.0,4.0,4,4,4,3,5.0,5,1,4,0,6.0,0
125132,126436,Male,Loyal Customer,60.0,Personal Travel,Eco Plus,507,3,4,3,4,1.0,3.0,1,1,5,4,4.0,4,5,1,0,3.0,1
39014,39678,Male,Loyal Customer,74.0,Business travel,Business,3321,1,5,5,5,4.0,1.0,2,1,1,1,1.0,3,1,1,19,48.0,1
29038,29301,Female,disloyal Customer,24.0,Business travel,Eco,473,2,0,2,3,3.0,2.0,3,3,5,4,4.0,4,2,3,0,0.0,1
89185,90438,Female,Loyal Customer,49.0,Business travel,Business,1940,4,4,4,4,4.0,5.0,5,5,5,5,5.0,4,5,5,0,0.0,0
127314,128618,Female,disloyal Customer,30.0,Business travel,Business,679,4,4,4,1,3.0,4.0,3,3,5,2,5.0,5,5,3,11,0.0,0
70078,71324,Male,Loyal Customer,41.0,Business travel,Business,1514,4,3,3,3,5.0,4.0,4,4,4,4,4.0,2,4,4,0,5.0,1
1496,1586,Male,Loyal Customer,32.0,Business travel,Business,2858,2,2,2,2,2.0,2.0,2,2,4,3,2.0,1,3,2,34,31.0,1
52000,53246,Male,Loyal Customer,33.0,Business travel,Eco Plus,612,4,5,5,5,4.0,4.0,4,4,3,2,1.0,1,5,4,17,0.0,0
7841,7945,Male,disloyal Customer,25.0,Business travel,Eco,594,2,1,2,3,1.0,2.0,1,1,3,4,4.0,2,3,1,0,9.0,1
73464,74710,Female,Loyal Customer,66.0,Personal Travel,Eco,1171,2,5,2,4,5.0,5.0,4,3,3,2,3.0,3,3,5,7,0.0,1
55816,57062,Female,Loyal Customer,8.0,Personal Travel,Eco,2133,3,5,3,1,2.0,3.0,3,2,4,3,4.0,3,5,2,2,28.0,1
24990,25253,Male,Loyal Customer,45.0,Business travel,Business,1529,1,1,1,1,4.0,4.0,5,5,5,5,5.0,4,5,4,0,0.0,0
24752,25015,Female,Loyal Customer,45.0,Business travel,Eco,907,4,4,4,4,2.0,2.0,4,3,3,4,3.0,3,3,3,9,8.0,0
73459,74705,Male,Loyal Customer,37.0,Personal Travel,Eco,1242,3,4,3,1,5.0,3.0,2,5,5,4,3.0,5,4,5,0,0.0,1
4887,4980,Male,disloyal Customer,21.0,Business travel,Eco,502,3,2,4,4,2.0,4.0,2,2,1,4,4.0,3,3,2,0,13.0,1
82369,83622,Female,Loyal Customer,66.0,Personal Travel,Eco,409,4,4,4,1,2.0,1.0,3,4,4,4,4.0,2,4,4,0,0.0,1
126992,128296,Male,Loyal Customer,44.0,Business travel,Business,370,1,1,1,1,5.0,4.0,5,2,2,2,2.0,4,2,3,0,0.0,0
73768,75014,Male,Loyal Customer,45.0,Business travel,Business,3141,5,5,5,5,4.0,4.0,4,4,4,4,4.0,5,4,5,0,0.0,0
17979,18161,Male,Loyal Customer,58.0,Personal Travel,Eco,430,2,5,2,3,4.0,2.0,4,4,5,2,4.0,4,4,4,0,0.0,1
83302,84555,Male,Loyal Customer,32.0,Personal Travel,Eco,2556,3,4,3,1,5.0,3.0,5,5,2,4,1.0,3,4,5,0,0.0,1
25031,25294,Male,Loyal Customer,23.0,Personal Travel,Eco,321,4,3,4,5,1.0,4.0,1,1,4,3,5.0,5,3,1,0,0.0,1
26236,26499,Female,Loyal Customer,33.0,Business travel,Business,829,3,3,3,3,3.0,1.0,2,4,4,4,4.0,1,4,5,10,2.0,0
61963,63209,Female,Loyal Customer,42.0,Business travel,Business,337,1,1,3,1,3.0,4.0,4,4,4,4,4.0,5,4,3,52,46.0,0
24346,24609,Male,disloyal Customer,28.0,Business travel,Eco,666,4,2,4,2,3.0,4.0,3,3,3,5,3.0,2,3,3,0,45.0,1
51340,52586,Female,Loyal Customer,37.0,Business travel,Eco,160,5,5,5,5,5.0,5.0,5,5,5,1,1.0,1,1,5,0,0.0,0
116112,117365,Male,Loyal Customer,49.0,Personal Travel,Eco,296,2,2,2,3,2.0,2.0,5,2,2,5,3.0,4,3,2,0,0.0,1
80347,81597,Male,Loyal Customer,40.0,Business travel,Business,2174,4,4,4,4,3.0,5.0,4,4,4,4,4.0,5,4,3,0,4.0,0
89128,90381,Male,Loyal Customer,52.0,Business travel,Business,1944,1,2,2,2,1.0,3.0,3,1,1,1,1.0,4,1,3,7,0.0,1
53729,54975,Male,Loyal Customer,43.0,Business travel,Business,1635,4,4,4,4,2.0,5.0,4,4,4,4,4.0,5,4,3,0,0.0,0
57648,58894,Female,Loyal Customer,51.0,Business travel,Business,3049,1,3,3,3,4.0,2.0,2,1,1,1,1.0,2,1,1,0,0.0,1
12565,12722,Male,disloyal Customer,34.0,Business travel,Eco,721,2,2,2,3,3.0,2.0,3,3,3,3,3.0,4,3,3,0,0.0,1
78010,79259,Male,Loyal Customer,41.0,Personal Travel,Eco,1598,3,5,3,1,3.0,3.0,3,3,5,4,4.0,3,4,3,31,13.0,1
48943,49910,Male,Loyal Customer,23.0,Business travel,Business,207,0,5,0,4,5.0,2.0,2,5,1,3,3.0,1,4,5,0,2.0,0
77795,79044,Female,Loyal Customer,46.0,Business travel,Business,306,4,3,3,3,5.0,3.0,3,4,4,4,4.0,2,4,4,0,0.0,1
81469,82722,Male,Loyal Customer,34.0,Personal Travel,Eco,632,2,4,2,3,1.0,2.0,1,1,4,5,5.0,5,4,1,0,0.0,1
62176,63422,Female,Loyal Customer,57.0,Personal Travel,Eco,337,3,5,3,3,4.0,4.0,4,2,2,3,2.0,4,2,5,74,73.0,1
60995,62241,Male,Loyal Customer,69.0,Personal Travel,Eco,2454,3,5,3,3,4.0,3.0,4,4,5,3,3.0,4,5,4,0,0.0,1
122145,123425,Female,Loyal Customer,65.0,Personal Travel,Eco Plus,1337,4,4,4,5,5.0,3.0,5,4,4,4,4.0,3,4,3,0,0.0,1
58354,59600,Male,disloyal Customer,27.0,Business travel,Business,854,5,5,5,2,,5.0,1,1,5,3,5.0,5,4,1,10,15.0,0
26921,27184,Male,Loyal Customer,52.0,Personal Travel,Eco,2677,2,5,2,5,2.0,2.0,2,4,4,3,1.0,2,3,2,0,21.0,1
13787,13944,Female,disloyal Customer,27.0,Business travel,Eco,192,2,3,2,4,2.0,2.0,2,2,3,1,4.0,1,4,2,0,6.0,1
112739,113992,Male,Loyal Customer,62.0,Business travel,Business,3230,3,3,3,3,4.0,2.0,1,4,4,4,4.0,1,4,5,9,9.0,0
57184,58430,Male,Loyal Customer,47.0,Business travel,Business,3711,2,2,2,2,1.0,5.0,2,4,4,4,4.0,3,4,3,0,0.0,0
72045,73291,Female,disloyal Customer,27.0,Business travel,Business,1182,4,4,4,4,3.0,4.0,4,3,5,3,4.0,5,4,3,0,0.0,0
92442,93695,Female,Loyal Customer,34.0,Business travel,Business,1452,1,2,2,2,5.0,3.0,3,1,1,1,1.0,4,1,2,0,0.0,1
102357,103610,Female,Loyal Customer,30.0,Personal Travel,Business,405,1,4,1,4,3.0,1.0,3,3,2,2,3.0,4,4,3,0,0.0,1
3433,3524,Male,Loyal Customer,57.0,Business travel,Business,2846,4,3,3,3,2.0,3.0,3,4,4,4,4.0,4,4,4,38,40.0,1
76573,77819,Male,Loyal Customer,11.0,Personal Travel,Eco,813,2,2,3,4,1.0,3.0,1,1,4,2,3.0,1,3,1,0,0.0,1
96029,97282,Male,Loyal Customer,26.0,Personal Travel,Business,872,1,1,1,2,4.0,1.0,4,4,3,2,1.0,2,2,4,22,38.0,1
6269,6373,Female,Loyal Customer,60.0,Business travel,Eco,296,3,3,2,2,3.0,3.0,4,3,3,3,3.0,4,3,4,0,15.0,1
114041,115294,Male,Loyal Customer,41.0,Business travel,Business,1715,1,1,1,1,2.0,4.0,5,5,5,5,5.0,4,5,5,0,0.0,0
113925,115178,Female,Loyal Customer,26.0,Business travel,Eco,372,2,3,3,3,2.0,2.0,2,2,1,2,3.0,1,4,2,15,13.0,1
115889,117142,Male,Loyal Customer,56.0,Personal Travel,Eco,370,3,5,3,5,5.0,3.0,5,5,5,5,1.0,2,3,5,7,5.0,1
111076,112329,Male,Loyal Customer,41.0,Business travel,Business,557,1,1,1,1,5.0,4.0,5,5,5,5,5.0,5,5,3,14,29.0,0
24293,24556,Female,Loyal Customer,47.0,Business travel,Eco,874,4,3,3,3,2.0,1.0,1,4,4,4,4.0,5,4,5,0,0.0,0
114953,116206,Female,Loyal Customer,53.0,Personal Travel,Eco,337,3,5,3,1,2.0,3.0,1,4,4,3,4.0,3,4,4,0,0.0,1
83191,84444,Male,Loyal Customer,28.0,Personal Travel,Eco Plus,591,2,2,2,3,1.0,2.0,1,1,4,2,4.0,4,4,1,0,0.0,1
85895,87148,Female,Loyal Customer,9.0,Personal Travel,Eco Plus,594,3,3,3,3,3.0,3.0,3,3,3,2,3.0,4,4,3,8,0.0,1
30829,31146,Male,disloyal Customer,22.0,Business travel,Eco,495,4,0,4,2,5.0,4.0,1,5,4,2,4.0,3,4,5,0,0.0,0
40656,41320,Male,Loyal Customer,39.0,Personal Travel,Eco,802,4,5,4,2,2.0,4.0,2,2,4,3,4.0,4,5,2,28,35.0,1
18988,19170,Male,Loyal Customer,23.0,Personal Travel,Eco Plus,304,2,4,2,2,4.0,2.0,4,4,4,2,5.0,5,4,4,0,0.0,1
40847,41511,Male,disloyal Customer,13.0,Business travel,Eco,1235,4,4,4,3,2.0,4.0,4,2,5,3,5.0,2,5,2,0,9.0,0
116623,117876,Male,Loyal Customer,45.0,Business travel,Business,3801,4,4,4,4,3.0,4.0,5,4,4,4,4.0,3,4,5,11,2.0,0
83682,84935,Female,Loyal Customer,59.0,Personal Travel,Eco,534,2,4,2,4,5.0,3.0,3,2,2,2,2.0,4,2,3,2,19.0,1
62687,63933,Female,Loyal Customer,32.0,Personal Travel,Eco,1158,3,3,3,3,4.0,3.0,4,4,1,5,2.0,4,4,4,0,15.0,1
119214,120467,Male,Loyal Customer,44.0,Personal Travel,Eco,449,3,5,3,1,2.0,3.0,2,2,4,4,4.0,3,5,2,4,0.0,1
302,311,Male,disloyal Customer,26.0,Business travel,Business,821,2,2,2,3,4.0,2.0,4,4,4,5,4.0,5,4,4,10,5.0,1
30057,30374,Female,Loyal Customer,12.0,Business travel,Business,3974,2,1,1,1,2.0,2.0,2,2,2,2,3.0,3,3,2,0,7.0,1
45766,46541,Male,Loyal Customer,70.0,Business travel,Business,3490,2,2,2,2,1.0,3.0,1,4,4,4,4.0,1,4,4,23,25.0,0
102886,104139,Male,Loyal Customer,60.0,Personal Travel,Eco,448,3,4,3,3,4.0,3.0,4,4,3,1,3.0,2,3,4,49,36.0,1
82640,83893,Female,Loyal Customer,55.0,Business travel,Business,1450,5,5,5,5,5.0,5.0,5,4,4,4,4.0,3,4,4,0,1.0,0
49007,49985,Female,Loyal Customer,48.0,Business travel,Business,2958,4,4,5,4,2.0,4.0,2,4,4,4,5.0,3,4,4,0,3.0,0
15236,15410,Female,Loyal Customer,39.0,Business travel,Eco,433,4,1,1,1,4.0,4.0,4,4,1,2,5.0,5,4,4,0,0.0,0
58740,59986,Male,Loyal Customer,43.0,Personal Travel,Eco,937,1,4,1,1,1.0,1.0,5,1,4,3,4.0,4,4,1,0,0.0,1
17358,17532,Male,Loyal Customer,46.0,Business travel,Business,1857,3,3,3,3,3.0,3.0,2,3,3,3,3.0,2,3,1,0,0.0,1
84772,86025,Female,Loyal Customer,46.0,Business travel,Eco,128,4,1,1,1,1.0,5.0,5,4,4,4,4.0,2,4,2,0,0.0,0
68263,69509,Male,Loyal Customer,20.0,Personal Travel,Eco,1746,3,0,4,3,4.0,4.0,4,4,4,2,4.0,2,3,4,1,0.0,1
119686,120960,Male,Loyal Customer,60.0,Business travel,Business,2842,1,1,1,1,2.0,5.0,4,3,3,3,3.0,5,3,3,32,48.0,0
78772,80022,Male,Loyal Customer,46.0,Personal Travel,Eco,1076,1,5,1,3,5.0,1.0,5,5,4,5,4.0,3,4,5,20,18.0,1
88032,89285,Male,Loyal Customer,21.0,Business travel,Business,3586,5,5,5,5,5.0,5.0,5,5,3,4,5.0,4,4,5,0,0.0,0
52055,53301,Male,Loyal Customer,42.0,Business travel,Business,3521,4,1,1,1,1.0,2.0,2,4,4,4,4.0,2,4,2,3,5.0,1
62739,63985,Male,disloyal Customer,41.0,Business travel,Business,612,4,4,4,4,2.0,4.0,4,2,3,2,5.0,4,5,2,78,127.0,0
89469,90722,Female,Loyal Customer,57.0,Business travel,Eco,404,3,3,3,3,1.0,3.0,3,3,3,3,3.0,4,3,1,0,0.0,1
1306,1392,Male,Loyal Customer,46.0,Personal Travel,Eco Plus,354,3,5,5,2,4.0,5.0,2,4,5,3,5.0,5,4,4,0,0.0,1
47650,48464,Female,disloyal Customer,17.0,Business travel,Eco,853,5,5,5,3,1.0,5.0,1,1,5,5,2.0,3,3,1,108,114.0,0
78149,79398,Female,Loyal Customer,62.0,Business travel,Business,3424,3,3,3,3,3.0,4.0,4,3,3,3,3.0,2,3,4,0,0.0,1
